status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1504,A62,... < 1 year,4,male : single,none,4,real estate,35,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.727
0 <= ... < 200 DM,46,existing credits paid back duly till now,car (new),1580,A65,... < 1 year,4,male : single,guarantor,4,real estate,35,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.742
no checking account,24,all credits at this bank paid back duly,furniture/equipment,2024,A63,... < 1 year,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,skilled employee / official,1,none,yes,0.765
no checking account,24,existing credits paid back duly till now,furniture/equipment,4362,A63,.. >= 7 years,3,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,unskilled - resident,1,none,no,0.733
no checking account,33,existing credits paid back duly till now,business,2849,A63,.. >= 7 years,3,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,2,none,yes,0.719
no checking account,24,existing credits paid back duly till now,furniture/equipment,2764,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,69,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.757
no checking account,60,existing credits paid back duly till now,furniture/equipment,2830,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.667
... < 0 DM,35,existing credits paid back duly till now,business,2256,A63,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,0.731
no checking account,36,delay in paying off in the past,radio/television,490,A63,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,none,no,0.744
no checking account,36,existing credits paid back duly till now,radio/television,5270,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.796
no checking account,39,existing credits paid back duly till now,radio/television,2307,A62,.. >= 7 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,2,none,yes,0.749
no checking account,59,all credits at this bank paid back duly,radio/television,2249,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.714
... < 0 DM,4,all credits at this bank paid back duly,car (new),1300,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,unskilled - resident,1,none,yes,0.742
... < 0 DM,24,critical account/ other credits existing (not at this bank),car (new),276,A61,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,1,unskilled - resident,1,none,no,0.701
... < 0 DM,24,critical account/ other credits existing (not at this bank),business,1144,A63,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.799
... < 0 DM,34,all credits at this bank paid back duly,car (new),806,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,unskilled - resident,2,none,yes,0.768
... < 0 DM,60,critical account/ other credits existing (not at this bank),car (new),2616,A61,.. >= 7 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unskilled - resident,2,none,yes,0.733
0 <= ... < 200 DM,4,all credits at this bank paid back duly,car (new),276,A63,... < 1 year,4,male : single,none,2,real estate,28,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.757
... < 0 DM,9,existing credits paid back duly till now,car (new),1582,A65,... < 1 year,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",75,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.775
0 <= ... < 200 DM,9,existing credits paid back duly till now,repairs,2934,A65,... < 1 year,4,male : single,co-applicant,2,real estate,35,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.744
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1504,A62,... < 1 year,4,male : single,none,4,real estate,35,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.727
0 <= ... < 200 DM,46,existing credits paid back duly till now,car (new),1580,A65,... < 1 year,4,male : single,guarantor,4,real estate,35,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.742
... < 0 DM,12,existing credits paid back duly till now,car (new),633,A62,... < 1 year,1,female : divorced/separated/married,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",30,none,for free,1,unskilled - resident,1,none,yes,0.804
... < 0 DM,19,existing credits paid back duly till now,furniture/equipment,1020,A61,... < 1 year,1,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,unskilled - resident,1,none,no,0.714
... < 0 DM,18,all credits at this bank paid back duly,car (new),2325,A61,... < 1 year,1,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.851
... < 0 DM,18,existing credits paid back duly till now,car (new),1000,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unskilled - resident,2,none,yes,0.78
... < 0 DM,60,existing credits paid back duly till now,car (new),974,A61,... < 1 year,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.744
... < 0 DM,8,all credits at this bank paid back duly,furniture/equipment,1076,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,0.712
... < 0 DM,18,existing credits paid back duly till now,business,1132,A61,unemployed,4,female : divorced/separated/married,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,none,no,0.752
no checking account,19,existing credits paid back duly till now,furniture/equipment,3372,A61,... < 1 year,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.772
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,317,A63,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,for free,1,skilled employee / official,2,none,yes,0.694
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,1125,A61,unemployed,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.72
no checking account,24,all credits at this bank paid back duly,furniture/equipment,2024,A63,... < 1 year,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,skilled employee / official,1,none,yes,0.765
no checking account,24,existing credits paid back duly till now,furniture/equipment,4362,A63,.. >= 7 years,3,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,unskilled - resident,1,none,no,0.733
no checking account,33,existing credits paid back duly till now,business,2849,A63,.. >= 7 years,3,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,2,none,yes,0.719
no checking account,24,existing credits paid back duly till now,furniture/equipment,2764,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,69,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.757
no checking account,60,existing credits paid back duly till now,furniture/equipment,2830,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.667
... < 0 DM,35,existing credits paid back duly till now,business,2256,A63,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,0.731
no checking account,36,delay in paying off in the past,radio/television,490,A63,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,none,no,0.744
no checking account,36,existing credits paid back duly till now,radio/television,5270,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.796
no checking account,39,existing credits paid back duly till now,radio/television,2307,A62,.. >= 7 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,2,none,yes,0.749
no checking account,59,all credits at this bank paid back duly,radio/television,2249,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.714
... < 0 DM,5,all credits at this bank paid back duly,car (new),1479,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,for free,2,unemployed/ unskilled - non-resident,2,none,yes,0.79
... < 0 DM,18,all credits at this bank paid back duly,car (new),276,A64,4 <= ... < 7 years,4,male : single,co-applicant,4,unknown / no property,32,none,for free,2,unskilled - resident,2,none,no,0.714
... < 0 DM,18,all credits at this bank paid back duly,furniture/equipment,4756,A61,4 <= ... < 7 years,4,male : single,guarantor,4,unknown / no property,32,none,for free,4,unskilled - resident,2,none,yes,0.754
... < 0 DM,18,all credits at this bank paid back duly,car (new),1397,A62,... < 1 year,4,male : single,none,4,unknown / no property,36,none,own,4,unskilled - resident,2,none,yes,0.738
... < 0 DM,31,all credits at this bank paid back duly,car (new),1372,A61,4 <= ... < 7 years,4,male : single,guarantor,4,unknown / no property,75,none,for free,4,unskilled - resident,2,none,yes,0.752
... < 0 DM,34,existing credits paid back duly till now,others,15862,A61,unemployed,2,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.75
... < 0 DM,36,delay in paying off in the past,furniture/equipment,15860,A61,.. >= 7 years,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.739
... < 0 DM,54,existing credits paid back duly till now,others,15945,A62,unemployed,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.8
... < 0 DM,36,existing credits paid back duly till now,others,15266,A61,unemployed,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.723
... < 0 DM,59,existing credits paid back duly till now,furniture/equipment,15849,A61,unemployed,4,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.742
