status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,13.0,existing credits paid back duly till now,radio/television,276.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,guarantor,4.0,real estate,19.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.114
0 <= ... < 200 DM,18.0,all credits at this bank paid back duly,car (used),1096.0,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,26.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.171
0 <= ... < 200 DM,22.0,existing credits paid back duly till now,radio/television,2158.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,30.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.216
0 <= ... < 200 DM,39.0,existing credits paid back duly till now,radio/television,7017.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,47.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.206
no checking account,38.0,no credits taken/ all credits paid back duly,car (used),4996.0,A65,1 <= ... < 4 years,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,30.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.234
no checking account,54.0,no credits taken/ all credits paid back duly,car (used),9006.0,A65,1 <= ... < 4 years,2.0,male : single,none,2.0,real estate,39.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.047
no checking account,54.0,no credits taken/ all credits paid back duly,others,9416.0,A62,1 <= ... < 4 years,2.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,39.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.069
no checking account,60.0,no credits taken/ all credits paid back duly,car (used),10175.0,A65,1 <= ... < 4 years,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,44.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.186
no checking account,54.0,no credits taken/ all credits paid back duly,car (used),14712.0,A65,1 <= ... < 4 years,3.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,63.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.209
no checking account,11.0,critical account/ other credits existing (not at this bank),car (new),1775.0,A61,4 <= ... < 7 years,1.0,male : single,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,31.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.165
... < 0 DM,18.0,critical account/ other credits existing (not at this bank),car (new),2759.0,A64,unemployed,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,own,1.0,skilled employee / official,1.0,none,no,0.25
no checking account,18.0,critical account/ other credits existing (not at this bank),repairs,2734.0,A61,4 <= ... < 7 years,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,31.0,bank,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.227
no checking account,32.0,critical account/ other credits existing (not at this bank),car (new),6861.0,A61,4 <= ... < 7 years,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,31.0,bank,own,2.0,skilled employee / official,2.0,none,yes,0.248
no checking account,18.0,critical account/ other credits existing (not at this bank),car (new),2802.0,A61,4 <= ... < 7 years,3.0,male : single,none,2.0,real estate,62.0,bank,own,2.0,skilled employee / official,1.0,none,yes,0.195
no checking account,33.0,delay in paying off in the past,radio/television,8611.0,A63,4 <= ... < 7 years,3.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",32.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.194
no checking account,48.0,delay in paying off in the past,radio/television,12622.0,A63,4 <= ... < 7 years,4.0,male : single,none,1.0,real estate,37.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.071
no checking account,48.0,delay in paying off in the past,car (used),12777.0,A61,4 <= ... < 7 years,4.0,male : single,none,1.0,unknown / no property,37.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.023
no checking account,60.0,delay in paying off in the past,radio/television,15945.0,A63,4 <= ... < 7 years,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",37.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.147
no checking account,48.0,delay in paying off in the past,radio/television,12745.0,A63,4 <= ... < 7 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",71.0,none,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.153
0 <= ... < 200 DM,27.0,existing credits paid back duly till now,radio/television,2132.0,A61,4 <= ... < 7 years,3.0,male : single,none,3.0,real estate,28.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.355
... >= 200 DM / salary assignments for at least 1 year,48.0,existing credits paid back duly till now,radio/television,3121.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,real estate,19.0,none,own,2.0,skilled employee / official,1.0,none,no,0.215
0 <= ... < 200 DM,47.0,existing credits paid back duly till now,radio/television,3047.0,A62,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,real estate,28.0,none,own,4.0,skilled employee / official,2.0,none,yes,0.226
0 <= ... < 200 DM,59.0,critical account/ other credits existing (not at this bank),car (used),3067.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,4.0,unknown / no property,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.192
0 <= ... < 200 DM,48.0,existing credits paid back duly till now,radio/television,9482.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,real estate,37.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.309
no checking account,6.0,critical account/ other credits existing (not at this bank),car (new),276.0,A64,1 <= ... < 4 years,1.0,male : single,none,1.0,real estate,19.0,bank,own,2.0,unskilled - resident,2.0,none,yes,0.137
no checking account,5.0,critical account/ other credits existing (not at this bank),others,276.0,A64,1 <= ... < 4 years,2.0,female : divorced/separated/married,co-applicant,2.0,real estate,41.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.073
no checking account,6.0,all credits at this bank paid back duly,business,276.0,A64,.. >= 7 years,2.0,female : divorced/separated/married,none,2.0,real estate,41.0,bank,own,4.0,unskilled - resident,1.0,none,yes,0.215
no checking account,6.0,critical account/ other credits existing (not at this bank),car (new),276.0,A62,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,unknown / no property,41.0,bank,own,2.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.258
no checking account,17.0,critical account/ other credits existing (not at this bank),car (new),4250.0,A64,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,2.0,real estate,49.0,bank,own,1.0,unskilled - resident,1.0,none,yes,0.245
no checking account,12.0,critical account/ other credits existing (not at this bank),car (new),1270.0,A61,.. >= 7 years,3.0,male : single,none,3.0,real estate,38.0,bank,own,2.0,unskilled - resident,1.0,none,yes,0.202
no checking account,12.0,critical account/ other credits existing (not at this bank),car (new),1157.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,real estate,63.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.239
no checking account,4.0,existing credits paid back duly till now,car (used),567.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,real estate,61.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.301
no checking account,12.0,critical account/ other credits existing (not at this bank),radio/television,1218.0,A62,.. >= 7 years,4.0,male : married/widowed,none,4.0,unknown / no property,61.0,none,own,2.0,unskilled - resident,1.0,none,yes,0.228
no checking account,24.0,critical account/ other credits existing (not at this bank),car (new),6197.0,A61,.. >= 7 years,4.0,male : single,none,4.0,real estate,61.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.258
0 <= ... < 200 DM,6.0,critical account/ other credits existing (not at this bank),furniture/equipment,276.0,A61,unemployed,1.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,stores,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.233
... >= 200 DM / salary assignments for at least 1 year,4.0,delay in paying off in the past,furniture/equipment,1003.0,A61,unemployed,4.0,male : single,co-applicant,1.0,real estate,35.0,stores,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.071
0 <= ... < 200 DM,6.0,delay in paying off in the past,radio/television,994.0,A61,unemployed,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,35.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.207
0 <= ... < 200 DM,4.0,delay in paying off in the past,furniture/equipment,1329.0,A61,unemployed,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,36.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.261
0 <= ... < 200 DM,20.0,delay in paying off in the past,furniture/equipment,5255.0,A61,unemployed,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,47.0,stores,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.235
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,radio/television,790.0,A61,unemployed,1.0,male : single,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,21.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.119
... >= 200 DM / salary assignments for at least 1 year,6.0,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,2.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.221
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,repairs,701.0,A61,... < 1 year,2.0,female : divorced/separated/married,none,1.0,real estate,29.0,stores,own,1.0,skilled employee / official,1.0,none,yes,0.212
... >= 200 DM / salary assignments for at least 1 year,25.0,delay in paying off in the past,radio/television,5232.0,A61,... < 1 year,2.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1.0,skilled employee / official,2.0,none,yes,0.23
... >= 200 DM / salary assignments for at least 1 year,4.0,delay in paying off in the past,radio/television,679.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,56.0,bank,own,1.0,skilled employee / official,2.0,none,yes,0.279
no checking account,19.0,existing credits paid back duly till now,car (used),3542.0,A62,4 <= ... < 7 years,2.0,male : single,co-applicant,3.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.237
... >= 200 DM / salary assignments for at least 1 year,24.0,critical account/ other credits existing (not at this bank),car (used),3133.0,A62,4 <= ... < 7 years,3.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.26
no checking account,24.0,existing credits paid back duly till now,radio/television,3519.0,A62,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,unknown / no property,26.0,stores,own,1.0,skilled employee / official,1.0,none,yes,0.165
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,repairs,3454.0,A62,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.259
no checking account,44.0,existing credits paid back duly till now,car (used),7371.0,A62,4 <= ... < 7 years,3.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.329
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,radio/television,397.0,A61,... < 1 year,1.0,male : single,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,22.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.235
... >= 200 DM / salary assignments for at least 1 year,4.0,critical account/ other credits existing (not at this bank),radio/television,730.0,A61,... < 1 year,2.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.221
