status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,36,existing credits paid back duly till now,education,1819,A61,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,37,stores,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,existing credits paid back duly till now,car (new),1659,A61,... < 1 year,4,male : divorced/separated,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,existing credits paid back duly till now,car (new),1842,A61,... < 1 year,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,existing credits paid back duly till now,education,1977,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,business,1953,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,61,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,existing credits paid back duly till now,radio/television,727,A61,... < 1 year,4,male : single,none,4,unknown / no property,19,bank,own,2,unskilled - resident,1,none,yes,1
... < 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),1056,A61,.. >= 7 years,3,male : single,guarantor,3,real estate,30,bank,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,car (new),727,A61,... < 1 year,4,male : single,co-applicant,4,real estate,19,none,for free,1,unskilled - resident,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,education,795,A61,... < 1 year,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,all credits at this bank paid back duly,business,3161,A61,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),3123,A61,... < 1 year,4,female : divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3804,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,18,no credits taken/ all credits paid back duly,car (new),276,A61,.. >= 7 years,2,female : divorced/separated/married,co-applicant,4,unknown / no property,24,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4736,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,2996,A65,1 <= ... < 4 years,2,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,all credits at this bank paid back duly,car (new),276,A61,... < 1 year,3,female : divorced/separated/married,none,4,unknown / no property,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,4153,A61,1 <= ... < 4 years,2,male : single,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes,1
no checking account,36,critical account/ other credits existing (not at this bank),car (new),7855,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,25,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,critical account/ other credits existing (not at this bank),education,8065,A61,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,unknown / no property,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),14027,A61,4 <= ... < 7 years,4,male : single,none,2,unknown / no property,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318,A61,.. >= 7 years,4,male : single,none,2,unknown / no property,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),12579,A61,.. >= 7 years,4,female : divorced/separated/married,none,2,unknown / no property,44,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,existing credits paid back duly till now,car (new),7763,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,36,delay in paying off in the past,education,7865,A61,.. >= 7 years,4,male : married/widowed,none,4,unknown / no property,29,stores,for free,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,60,existing credits paid back duly till now,business,7297,A61,.. >= 7 years,4,male : single,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,7865,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,53,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,critical account/ other credits existing (not at this bank),car (used),6331,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,46,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1442,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1442,A61,... < 1 year,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2039,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee / official,1,none,yes,1
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,2327,A61,... < 1 year,2,female : divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4057,A61,4 <= ... < 7 years,3,male : divorced/separated,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
no checking account,36,existing credits paid back duly till now,furniture/equipment,3349,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,42,existing credits paid back duly till now,radio/television,3965,A61,... < 1 year,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),furniture/equipment,5096,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,no credits taken/ all credits paid back duly,car (used),276,A61,.. >= 7 years,4,male : divorced/separated,none,1,unknown / no property,42,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1207,A61,... < 1 year,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1285,A65,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,critical account/ other credits existing (not at this bank),car (new),276,A61,.. >= 7 years,4,female : divorced/separated/married,none,4,real estate,19,bank,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1
... < 0 DM,6,all credits at this bank paid back duly,education,1198,A61,.. >= 7 years,4,female : divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1207,A61,... < 1 year,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1285,A65,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,repairs,1285,A61,... < 1 year,4,female : divorced/separated/married,none,4,unknown / no property,20,none,rent,1,skilled employee / official,1,none,yes,1
