status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,60.0,critical account/ other credits existing (not at this bank),domestic appliances,13728.0,A62,unemployed,1.0,male : single,none,1.0,real estate,19.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.067
... < 0 DM,34.0,all credits at this bank paid back duly,car (used),6346.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,53.0,bank,for free,2.0,unskilled - resident,2.0,none,yes,0.132
no checking account,7.0,all credits at this bank paid back duly,retraining,276.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",26.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.805
no checking account,43.0,critical account/ other credits existing (not at this bank),retraining,7889.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,62.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.762
no checking account,10.0,no credits taken/ all credits paid back duly,others,3231.0,A62,unemployed,1.0,male : single,co-applicant,2.0,real estate,27.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.022
no checking account,60.0,critical account/ other credits existing (not at this bank),domestic appliances,13089.0,A62,.. >= 7 years,1.0,male : single,none,1.0,unknown / no property,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.137
... < 0 DM,36.0,no credits taken/ all credits paid back duly,car (new),4999.0,A61,unemployed,4.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.205
... < 0 DM,44.0,critical account/ other credits existing (not at this bank),radio/television,9879.0,A62,unemployed,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,50.0,none,own,2.0,skilled employee / official,2.0,none,yes,0.068
0 <= ... < 200 DM,22.0,existing credits paid back duly till now,car (new),276.0,A65,... < 1 year,1.0,male : divorced/separated,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,1.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.804
... < 0 DM,4.0,delay in paying off in the past,retraining,276.0,A64,4 <= ... < 7 years,1.0,male : single,guarantor,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.815
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),2469.0,A61,.. >= 7 years,2.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",44.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.783
no checking account,31.0,critical account/ other credits existing (not at this bank),radio/television,7606.0,A61,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.739
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A65,4 <= ... < 7 years,2.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",48.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.775
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,radio/television,276.0,A62,unemployed,1.0,male : single,co-applicant,1.0,real estate,19.0,bank,own,1.0,skilled employee / official,2.0,none,yes,0.043
... >= 200 DM / salary assignments for at least 1 year,16.0,critical account/ other credits existing (not at this bank),others,649.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.0,stores,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.223
... >= 200 DM / salary assignments for at least 1 year,60.0,no credits taken/ all credits paid back duly,repairs,13747.0,A62,1 <= ... < 4 years,1.0,female : divorced/separated/married,co-applicant,1.0,unknown / no property,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.038
... < 0 DM,34.0,existing credits paid back duly till now,radio/television,5644.0,A61,unemployed,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",54.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.101
... < 0 DM,60.0,existing credits paid back duly till now,car (used),15945.0,A61,unemployed,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.116
... < 0 DM,4.0,critical account/ other credits existing (not at this bank),car (used),1669.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.148
0 <= ... < 200 DM,19.0,existing credits paid back duly till now,radio/television,7123.0,A61,unemployed,4.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",28.0,stores,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.138
... >= 200 DM / salary assignments for at least 1 year,46.0,existing credits paid back duly till now,repairs,11634.0,A62,... < 1 year,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,4.0,skilled employee / official,2.0,none,yes,0.297
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,none,no,0.812
no checking account,4.0,all credits at this bank paid back duly,radio/television,276.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",22.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.73
... < 0 DM,19.0,delay in paying off in the past,education,276.0,A61,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,65.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.896
no checking account,35.0,critical account/ other credits existing (not at this bank),car (new),7010.0,A63,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",74.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.752
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,retraining,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.84
no checking account,4.0,critical account/ other credits existing (not at this bank),education,276.0,A62,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.059
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,others,946.0,A61,4 <= ... < 7 years,2.0,male : single,none,2.0,unknown / no property,19.0,bank,for free,1.0,skilled employee / official,2.0,none,no,0.188
no checking account,60.0,no credits taken/ all credits paid back duly,car (used),6286.0,A62,unemployed,3.0,male : single,co-applicant,3.0,unknown / no property,33.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.036
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,education,13301.0,A61,1 <= ... < 4 years,4.0,male : married/widowed,co-applicant,4.0,real estate,50.0,bank,for free,1.0,skilled employee / official,2.0,none,yes,0.175
... >= 200 DM / salary assignments for at least 1 year,60.0,delay in paying off in the past,repairs,15945.0,A62,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.013
0 <= ... < 200 DM,23.0,existing credits paid back duly till now,furniture/equipment,4795.0,A63,... < 1 year,3.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.795
0 <= ... < 200 DM,43.0,critical account/ other credits existing (not at this bank),retraining,10464.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.844
0 <= ... < 200 DM,23.0,no credits taken/ all credits paid back duly,car (used),6092.0,A61,4 <= ... < 7 years,3.0,female : divorced/separated/married,guarantor,4.0,real estate,19.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.105
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A65,... < 1 year,1.0,male : divorced/separated,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.854
no checking account,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A64,.. >= 7 years,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,29.0,none,for free,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.713
... < 0 DM,25.0,delay in paying off in the past,retraining,276.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,62.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.914
no checking account,44.0,delay in paying off in the past,car (new),7150.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.841
... < 0 DM,60.0,existing credits paid back duly till now,furniture/equipment,15945.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,51.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.791
0 <= ... < 200 DM,29.0,no credits taken/ all credits paid back duly,others,10018.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.074
... < 0 DM,60.0,existing credits paid back duly till now,car (used),9690.0,A61,1 <= ... < 4 years,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,40.0,none,for free,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.242
no checking account,26.0,no credits taken/ all credits paid back duly,radio/television,8170.0,A62,unemployed,1.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,rent,1.0,skilled employee / official,2.0,none,yes,0.073
no checking account,37.0,all credits at this bank paid back duly,car (used),5878.0,A63,.. >= 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.274
0 <= ... < 200 DM,56.0,no credits taken/ all credits paid back duly,radio/television,10665.0,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,real estate,45.0,stores,own,4.0,unskilled - resident,1.0,none,yes,0.191
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A65,... < 1 year,1.0,male : divorced/separated,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.844
no checking account,24.0,existing credits paid back duly till now,education,276.0,A65,1 <= ... < 4 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",21.0,none,rent,2.0,skilled employee / official,1.0,none,no,0.726
0 <= ... < 200 DM,4.0,delay in paying off in the past,retraining,276.0,A63,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.846
no checking account,45.0,existing credits paid back duly till now,radio/television,8240.0,A65,... < 1 year,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",45.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.752
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,74.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.853
no checking account,26.0,no credits taken/ all credits paid back duly,radio/television,8171.0,A62,unemployed,1.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,rent,1.0,skilled employee / official,2.0,none,yes,0.073
