status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A61,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.809
... >= 200 DM / salary assignments for at least 1 year,6.0,existing credits paid back duly till now,retraining,276.0,A64,4 <= ... < 7 years,3.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,none,for free,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.765
no checking account,15.0,all credits at this bank paid back duly,car (new),2378.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,3.0,"if not A121/A122 : car or other, not in attribute 6",52.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.856
0 <= ... < 200 DM,33.0,existing credits paid back duly till now,retraining,6953.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,67.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.847
no checking account,60.0,existing credits paid back duly till now,car (new),15945.0,A64,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,2.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.807
... >= 200 DM / salary assignments for at least 1 year,24.0,no credits taken/ all credits paid back duly,others,11329.0,A62,unemployed,2.0,female : divorced/separated/married,none,3.0,unknown / no property,29.0,stores,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.083
no checking account,37.0,all credits at this bank paid back duly,car (used),5874.0,A63,.. >= 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.274
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,others,276.0,A62,.. >= 7 years,2.0,male : married/widowed,co-applicant,1.0,real estate,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.026
no checking account,15.0,critical account/ other credits existing (not at this bank),business,815.0,A61,1 <= ... < 4 years,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.241
0 <= ... < 200 DM,32.0,existing credits paid back duly till now,car (used),5918.0,A62,1 <= ... < 4 years,1.0,female : divorced/separated/married,co-applicant,2.0,unknown / no property,36.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.106
0 <= ... < 200 DM,54.0,existing credits paid back duly till now,business,12408.0,A61,unemployed,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",53.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.21
... < 0 DM,60.0,all credits at this bank paid back duly,business,15945.0,A61,1 <= ... < 4 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,unemployed/ unskilled - non-resident,2.0,none,yes,0.136
no checking account,4.0,critical account/ other credits existing (not at this bank),radio/television,3630.0,A61,.. >= 7 years,2.0,male : single,co-applicant,3.0,unknown / no property,25.0,none,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.283
... < 0 DM,16.0,critical account/ other credits existing (not at this bank),car (new),8979.0,A62,unemployed,3.0,male : single,none,4.0,unknown / no property,43.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.085
no checking account,42.0,critical account/ other credits existing (not at this bank),car (used),14910.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,real estate,75.0,bank,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.019
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,1 <= ... < 4 years,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.839
... < 0 DM,4.0,delay in paying off in the past,education,276.0,A63,.. >= 7 years,4.0,male : single,guarantor,4.0,real estate,19.0,none,for free,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.732
no checking account,13.0,existing credits paid back duly till now,car (new),2544.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,51.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.844
no checking account,35.0,existing credits paid back duly till now,retraining,8289.0,A65,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,72.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.789
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,radio/television,15945.0,A61,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.794
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.882
no checking account,19.0,existing credits paid back duly till now,car (new),276.0,A61,.. >= 7 years,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",28.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.746
0 <= ... < 200 DM,36.0,all credits at this bank paid back duly,furniture/equipment,3762.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,43.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.873
... < 0 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,46.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.835
0 <= ... < 200 DM,14.0,existing credits paid back duly till now,retraining,2873.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,57.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.846
no checking account,10.0,no credits taken/ all credits paid back duly,others,3234.0,A62,unemployed,1.0,male : single,co-applicant,2.0,real estate,27.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.022
... < 0 DM,4.0,existing credits paid back duly till now,car (used),9516.0,A61,.. >= 7 years,1.0,male : single,none,3.0,unknown / no property,49.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.03
... < 0 DM,36.0,no credits taken/ all credits paid back duly,domestic appliances,5712.0,A62,unemployed,3.0,male : married/widowed,co-applicant,3.0,real estate,19.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.058
... >= 200 DM / salary assignments for at least 1 year,45.0,no credits taken/ all credits paid back duly,repairs,12191.0,A64,unemployed,2.0,male : single,none,4.0,real estate,21.0,stores,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.094
... >= 200 DM / salary assignments for at least 1 year,22.0,existing credits paid back duly till now,repairs,1803.0,A61,.. >= 7 years,3.0,male : single,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,stores,own,1.0,unskilled - resident,2.0,none,no,0.107
... < 0 DM,37.0,delay in paying off in the past,radio/television,5754.0,A62,4 <= ... < 7 years,4.0,male : single,none,2.0,real estate,27.0,bank,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.217
... < 0 DM,60.0,existing credits paid back duly till now,car (used),12763.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,3.0,if not A121 : building society savings agreement/ life insurance,45.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.246
0 <= ... < 200 DM,4.0,delay in paying off in the past,retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,unskilled - resident,1.0,none,yes,0.9
... < 0 DM,4.0,existing credits paid back duly till now,education,276.0,A64,4 <= ... < 7 years,3.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",47.0,none,rent,2.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.816
... < 0 DM,27.0,delay in paying off in the past,others,1463.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,73.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.73
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,car (new),7907.0,A63,4 <= ... < 7 years,1.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.872
... < 0 DM,42.0,existing credits paid back duly till now,retraining,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unskilled - resident,1.0,none,no,0.824
no checking account,20.0,existing credits paid back duly till now,car (used),4151.0,A63,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",19.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.14
0 <= ... < 200 DM,19.0,existing credits paid back duly till now,radio/television,7106.0,A61,unemployed,4.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",28.0,stores,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.138
... < 0 DM,4.0,delay in paying off in the past,education,276.0,A63,... < 1 year,1.0,male : divorced/separated,co-applicant,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.843
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,retraining,276.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,31.0,none,rent,2.0,skilled employee / official,1.0,none,no,0.858
0 <= ... < 200 DM,38.0,existing credits paid back duly till now,retraining,7798.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,55.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.734
no checking account,22.0,delay in paying off in the past,furniture/equipment,276.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,bank,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.821
0 <= ... < 200 DM,59.0,all credits at this bank paid back duly,retraining,15218.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.85
... < 0 DM,42.0,existing credits paid back duly till now,car (used),9772.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,co-applicant,3.0,unknown / no property,46.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.115
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,car (used),1844.0,A62,1 <= ... < 4 years,1.0,male : married/widowed,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,unskilled - resident,1.0,none,yes,0.052
... < 0 DM,41.0,existing credits paid back duly till now,radio/television,6615.0,A61,unemployed,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",47.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.052
no checking account,60.0,existing credits paid back duly till now,car (used),12363.0,A61,unemployed,3.0,female : divorced/separated/married,co-applicant,4.0,unknown / no property,62.0,bank,rent,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.054
0 <= ... < 200 DM,4.0,delay in paying off in the past,retraining,276.0,A61,... < 1 year,1.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,21.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.869
no checking account,4.0,all credits at this bank paid back duly,car (new),276.0,A63,4 <= ... < 7 years,4.0,female : divorced/separated/married,guarantor,4.0,unknown / no property,41.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.706
... < 0 DM,24.0,existing credits paid back duly till now,retraining,1414.0,A65,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",70.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.836
